Alterno;Nombre;Ventas;Marca;Talla;Genero;Categoria;Venta;Tienda;Fecha de Venta;Nombre Comercial
A1OSW;Z.T. KENDRICK SLIP ON JET BLK A1OSW # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,233.00;Shoes Cascadas;1/7/2019;KENDRICK
A1RI9;T. EURO SPRINT HIKER JET BLACK NUBUCK # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,697.80;Shoes Cascadas;1/7/2019;EUROSPRINT
A1QD4;Z.T SAWYER LANE WP BREW A1QD4 # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,541.50;Timberland CITY MALL;28/7/2019;SAWYER LANE
A1Z6G;T. FLYROAM GO KNIT OX BLK A1Z6G # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,552.00;Shoes Cascadas;1/7/2019;BROOKLYN
5423A;T.EKBRADST PTO DARK BROW 5423A # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,286.50;Timberland CITY MALL;28/7/2019;BRADSTREET
A1NZR;T. FLYROAM TRAIL LOW BLACK A1NZR # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,990.00;Timberland CITY MALL;1/7/2019;FLYROAM
A1Z14;T. BROOKLYN FABRIC OX MD RED A1Z14 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,590.00;Timberland CITY MALL;1/7/2019;BROOKLYN
618919-900;SANDALIA WMNS BENASSI JDI PRINT RED 618919-900 # 8;1;NIKE;8;MUJER;SANDALIAS;990.00;Timberland CITY MALL;1/7/2019;BENASSI
A11MO;T. KEELE RIDGE BROW A11MO # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,072.00;Shoes Cascadas;28/7/2019;KEELE RIDGE
15130;T. CHOCORUA TRAIL BROW 15130 # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;3,750.00;Timberland Multiplaza;29/7/2019;CHOCORUA
A1OJD;T. LARCHMONT WP CHUKKA GAUCHO BROW A1OJD # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,400.00;TimeOut Metromall;29/7/2019;LARCHMONT 
AJ7280-600;T.N. AIR FORCE 1 '07 RED/WHT AJ7280-600 # 12;1;NIKE;12;HOMBRE;ZAPATO;2,392.00;TIMEOUT MEGAMALL SPS;1/7/2019;AIR FORCE 1
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 9.5;1;NIKE;9.5;MUJER;ZAPATO;1,990.00;TIMEOUT MEGAMALL SPS;1/7/2019;TANJUN
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,202.00;TIMEOUT MEGAMALL SPS;1/7/2019;VARSITY
360263 01;SANDALIA P. LEADCAT  BLACK/WHT 360263 01 # 8;1;PUMA;8;HOMBRE;SANDALIAS;750.00;TIMEOUT MEGAMALL SPS;1/7/2019;SANDALIA LEADCAT
AJ5908-013;T.N. FLEX EXPERIENCE 8 BLK/WHT AJ5908-013 # 9;1;NIKE;9;MUJER;ZAPATO;2,190.00;TIMEOUT MEGAMALL SPS;1/7/2019;FLEX EXPERIENCE
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,990.00;TIMEOUT MEGAMALL SPS;1/7/2019;TANJUN
360248 03;SANDALIA BLACK WHITE 360248 03 # 9;1;PUMA;9;HOMBRE;SANDALIAS;650.00;TIMEOUT MEGAMALL SPS;1/7/2019;SANDALIA EPIC FLIP
812654 001;T.N TANJUN BLK 812654 001 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;1,990.00;TIMEOUT MEGAMALL SPS;1/7/2019;TANJUN
192442 04;T.P ENZO BETA BLACK 192442 04  # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,790.00;TimeOut Cascadas;1/7/2019;ENZO 
190975 01;T.P MEGA ZEBRA BLACK 190975 01 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,490.00;TimeOut Cascadas;1/7/2019;MEGA NRGY 
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 7;1;NIKE;7;MUJER;ZAPATO;1,990.00;TimeOut Cascadas;1/7/2019;TANJUN
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 10.5;1;NIKE;10.5;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;1/7/2019;TANJUN
343880 090;SANDALIA NIKE BLK/WHT 343880 090 #11;1;NIKE;11;HOMBRE;SANDALIAS;990.00;TimeOut Cascadas;1/7/2019;BENASSI
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 12;1;NIKE;12;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;1/7/2019;TANJUN
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,100.00;Time Out Citymall SPS;29/7/2019;MADDSEN
896185-006;T.N AIR FORCE 1 '07 PRM BLK/BLK 896185-006 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;2,990.00;TimeOut Cascadas;1/7/2019;AIR FORCE 1
A1PDS;T.BRACDSTREET BROW A1PDS  # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;2,541.50;Time Out Citymall SPS;29/7/2019;BRADSTREET
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 12;1;NIKE;12;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;1/7/2019;TANJUN
367285 01;S. PUMA POPCAT CHROME ORCHID 367285 01 # 7;1;PUMA;7;MUJER;SANDALIAS;890.00;TimeOut Cascadas;1/7/2019;SANDALIA POPCAT 
7-36CAM00482G2;T.LACOSTE LEROND GREY 7-36CAM00482G2 # 8;1;LACOSTE;8;HOMBRE;ZAPATO;1,890.00;TimeOut Cascadas;1/7/2019;LEROND
192349 01;T.P ENZO STREET HEATHER BLACK 192349 01 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,490.00;TimeOut Cascadas;1/7/2019;ENZO
360248 03;SANDALIA BLACK WHITE 360248 03 # 10;1;PUMA;10;HOMBRE;SANDALIAS;665.00;TimeOut La Ceiba;1/7/2019;SANDALIA EPIC FLIP
192442 04;T.P ENZO BETA BLACK 192442 04  # 8;1;PUMA;8;HOMBRE;ZAPATO;2,015.00;TimeOut La Ceiba;1/7/2019;ENZO 
831971-801;T.N. MERCURIAL VORTEX III RNG/BLK 831971-801 #8;1;NIKE;8;HOMBRE;ZAPATO;1,275.00;TimeOut La Ceiba;1/7/2019;MERCURIAL VORTEX
916792 603;T.N NIKE CK RACER PINK 916792 603 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,615.00;TimeOut La Ceiba;1/7/2019;CK RACER
192442 04;T.P ENZO BETA BLACK 192442 04  # 10.5;1;PUMA;10.5;HOMBRE;ZAPATO;2,015.00;TimeOut La Ceiba;1/7/2019;ENZO 
631261-024;T.S BENASSI JDI PRINT BLK/WHT 631261-024 # 10;1;NIKE;10;HOMBRE;SANDALIAS;965.00;TimeOut La Ceiba;1/7/2019;BENASSI
A1PA2;Z.T. CHILMARK 6  BOOT DARK EARTH/BWN A1PA2 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,731.50;Time Out Citymall SPS;29/7/2019;CHILMARK 6  BOOT
016082 GRY;T. RS INTENSE DK.GREY/BLK 016082 # 8;1;RS PERFORMANCE;8;MUJER;ZAPATO;1,015.00;TimeOut La Ceiba;1/7/2019;BURLY
A1ODO;Z.T. KILLINGTON HIKER CHU FORGED GREY A1ODO # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,818.00;TimeOut La Ceiba;1/7/2019;KILINGTON
A1NY7;Z.T. FLYROAM TRAIL MID GRAPE/GREEN A1NY7 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,818.00;TimeOut La Ceiba;1/7/2019;FLYROAM
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,815.00;TimeOut La Ceiba;1/7/2019;TODOS
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,215.00;TimeOut La Ceiba;1/7/2019;TANJUN
812654 001;T.N TANJUN BLK 812654 001 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;2,215.00;TimeOut La Ceiba;1/7/2019;TANJUN
015831 BLK;T. RS DAFY 2.5 ALL BLK 015831 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;1,015.00;TimeOut La Ceiba;1/7/2019;DEFY
360248 25;S.PUMA EPIC FLIP GREEN 360248 25 # 8;1;PUMA;8;HOMBRE;SANDALIAS;595.00;TimeOut La Ceiba;1/7/2019;SANDALIA EPIC FLIP
366970 04;T. PUMA WIRED RED/WHT 366970 04 # 10.5;1;PUMA;10.5;HOMBRE;ZAPATO;815.00;TimeOut La Ceiba;1/7/2019;WIRED
AJ5911-010;T.NIKE FLEX CONTROL TR3 ANTC/BLK AJ5911-010 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,415.00;TimeOut La Ceiba;1/7/2019;FLEX CONTROL
343881-615;S. BENASSI JDI TRUE BERRY 343881-615 # 8;1;NIKE;8;MUJER;SANDALIAS;855.00;TimeOut La Ceiba;1/7/2019;BENASSI
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 8;1;NIKE;8;HOMBRE;ZAPATO;1,815.00;TimeOut Choluteca;1/7/2019;TODOS
A22PD;T. BRADST PT CHKA DK BRN A22PD # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;2,700.00;Time Out Citymall SPS;29/7/2019;BACKSTREET OXFORD
807471 103;T.N CLASSIC CORTEZ WHITE/RED 807471 103 # 7;1;NIKE;7;MUJER;ZAPATO;1,912.00;Timberland Multiplaza;1/7/2019;CORTEZ
192355 01;T.P PERSIST XT BLACK 192355 01 # 7;1;PUMA;7;HOMBRE;ZAPATO;1,490.00;Timberland Multiplaza;1/7/2019;PERSIST
2730R;T. MT MADDSEN LTHR W DARK BROWN FULL 2730R # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,040.00;TIMEOUT MEGAMALL SPS;29/7/2019;MADDSEN
369400 01;S.P DIVECAT V2 BLACK 369400 01 # 8;1;PUMA;8;HOMBRE;SANDALIAS;665.00;TimeOut La Ceiba;2/7/2019;SANDALIA DIVECAT
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 11;1;NIKE;11;HOMBRE;ZAPATO;1,990.00;TimeOut La Ceiba;2/7/2019;TANJUN
191487 01;T.P ENZO WEAVE BLACK 191487 01 # 8;1;PUMA;8;HOMBRE;ZAPATO;2,215.00;TimeOut La Ceiba;2/7/2019;ENZO
360265 42;S.PUMA  POPCAT PURPLE 360265 42 # 5;1;PUMA;5;MUJER;SANDALIAS;705.00;TimeOut La Ceiba;2/7/2019; SANDALIA POPCAT
AJ5911-001;T. NIKE FLEX CONTROL TR3 BLK/WHT AJ5911-001 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;2,615.00;TimeOut La Ceiba;2/7/2019;FLEX CONTROL
343881-007;N. WMNS BENASSI BLK/ROSE 343881-007 # 6;1;NIKE;6;MUJER;SANDALIAS;950.00;El Dorado;2/7/2019;BENASSI
807472-011;T.N CORTEZ NYLON BLCK/WHT 807472 011 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,190.00;El Dorado;2/7/2019;CORTEZ
880839-001;T. NIKE FREE RN 2017 BLK/WHT 880839-001 # 11;1;NIKE;11;HOMBRE;ZAPATO;1,912.00;El Dorado;2/7/2019;FREE RN
AJ5911-400;T.NIKE FLEX CONTROL TR3 NVY/MTLC AJ5911-400 # 11;1;NIKE;11;HOMBRE;ZAPATO;1,912.00;El Dorado;2/7/2019;FLEX CONTROL
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6;1;NIKE;6;MUJER;ZAPATO;2,190.00;El Dorado;2/7/2019;TANJUN
192340 01;T.P RETALIATE BLK/WHT 192340 01 # 10.5;1;PUMA;10.5;HOMBRE;ZAPATO;1,590.00;TimeOut Cascadas;2/7/2019;RETALIATE
015872 BLK;T. RS ROTINE BLK/FUCHSIA 015872 # 5;1;RS PERFORMANCE;5;MUJER;ZAPATO;990.00;TimeOut Cascadas;2/7/2019;ROUTINE
306387 02;T.P BMW MMS WHITE/GREY 306387 02 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;2,190.00;TimeOut Cascadas;2/7/2019;EVO CAT
812654 001;T.N TANJUN BLK 812654 001 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;1,990.00;TimeOut Cascadas;2/7/2019;TANJUN
015871 BLK;T. RS ROUTINE BLK/DK. GREY 015871 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;990.00;TimeOut Cascadas;2/7/2019;ROUTINE
AJ5908-013;T.N. FLEX EXPERIENCE 8 BLK/WHT AJ5908-013 # 9.5;1;NIKE;9.5;MUJER;ZAPATO;2,390.00;TimeOut Cascadas;2/7/2019;FLEX EXPERIENCE
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,990.00;Time Out Multiplaza;2/7/2019;TANJUN
AJ5900-013;T.N. FLEX EXPERIENCE RN 8 BLK/WHT AJ5900-013 # 9.5;1;NIKE;9;HOMBRE;ZAPATO;2,390.00;Time Out Multiplaza;2/7/2019;FLEX EXPERIENCE
315115 112;T.N AIR FORCE 1 WHITE 315115 112 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,790.00;Time Out Multiplaza;2/7/2019;AIR FORCE 1
A1NDI;T. KENDRICK CAP TOE OXF TAN BROW A1NDI # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,510.00;Timberland CITY MALL;29/7/2019;KENDRICK
A1N19;T. KENDRICK BLACK A1N19 # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;3,352.00;Time Out Multiplaza;2/7/2019;KENDRICK
360248 08;SANDALIA  PUMA  EPIC FLIP V2 WHT/BLK 360248 08 # 9;1;PUMA;9;HOMBRE;SANDALIAS;650.00;Time Out Multiplaza;2/7/2019;SANDALIA EPIC FLIP
7-37CMA004618C;T.LACOSTE LEROND WHITE 7-37CMA004618C # 7;1;LACOSTE;7;HOMBRE;ZAPATO;2,371.50;Time Out Multiplaza;2/7/2019;LEROND
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 9;1;NIKE;9;HOMBRE;ZAPATO;2,392.00;Time Out Multiplaza;2/7/2019;AIR FORCE 1
15551;"T.EK 6"" BROWN BURNISHED 15551 #10.5";1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,145.00;Timberland CITY MALL;29/7/2019;EARTHKEEPERS
15550;T.EARTHKEEPER DK BROWN 15550#10;1;TIMBERLAND;10;HOMBRE;ZAPATO;3,000.00;Timberland CITY MALL;29/7/2019;EARTHKEEPERS
A1RI9;T. EURO SPRINT HIKER JET BLACK NUBUCK # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,990.00;Timberland CITY MALL;2/7/2019;EUROSPRINT
A1Y7U;T. DELPHIVILLE LEATHR GLD A1Y7U # 8;1;TIMBERLAND;8;MUJER;ZAPATO;3,290.00;Timberland CITY MALL;2/7/2019;UGLYSHOES
A1TJO;Z.T CITY S EDGE WP BLCK A1TJO # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,290.00;Timberland CITY MALL;2/7/2019;CITY EDGE
15550;T.EARTHKEEPER DK BROWN 15550#10;1;TIMBERLAND;10;HOMBRE;ZAPATO;3,000.00;Timberland CITY MALL;29/7/2019;EARTHKEEPERS
A1RGX;T. SPLITROCK 2 BLACK A1RGX # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,990.00;Timberland CITY MALL;2/7/2019;SIDE-ZIP
A11MO;T. KEELE RIDGE BROW A11MO # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,201.50;Timberland CITY MALL;29/7/2019;KEELE RIDGE
016101 NVY;T. RS INTENSE NVY/BLK 016101 # 12;1;RS PERFORMANCE;12;HOMBRE;ZAPATO;800.00;Time out mall premier;2/7/2019;INTENSE
843896-301;T.N NIKE SB CHECK SOLAR  WHITE 843896-301 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;1,590.00;Time out mall premier;2/7/2019;SB CHECK
365828 04;T.PUMA SUEDE PLAT MONO SATIN GREN 365828 04 # 8.5;1;PUMA;8.5;MUJER;ZAPATO;990.00;Time out mall premier;2/7/2019;SUEDE
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 9;1;NIKE;9;MUJER;ZAPATO;1,990.00;Time out mall premier;2/7/2019;TANJUN
362463 03;SANDALIA PUMA  BLACK/WHITE 362463 03 # 9;1;PUMA;9;HOMBRE;SANDALIAS;950.00;Time out mall premier;2/7/2019;STARCAT
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 7;1;NIKE;7;HOMBRE;ZAPATO;2,990.00;Time out mall premier;2/7/2019;AIR FORCE 1
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 10;1;NIKE;10;MUJER;ZAPATO;1,890.00;Time out mall premier;2/7/2019;PRIMO COURT
5422A;T. EKBRADST PTC DARK BROWN OILED 5422A #11;1;TIMBERLAND;11;HOMBRE;ZAPATO;1,495.00;Timberland CITY MALL;29/7/2019;BRADSTREET
9540A;T. MT MADDEN LOW BROW 9540A # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,590.00;Timberland CITY MALL;29/7/2019;MADDSEN
A13HD;Z.T LARCHMONT CHUKKA BRW A13HD 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,790.00;Timberland Multiplaza;2/7/2019;LARCHMONT 
A1I94;T. BROOKTON 6IN LACE BROW A1I94 # 8;1;TIMBERLAND;8;MUJER;ZAPATO;3,250.00;Timberland Multiplaza;2/7/2019;BROOKTON
15551;"T.EK 6"" BROWN BURNISHED 15551 #10.5";1;TIMBERLAND;10.5;HOMBRE;ZAPATO;3,432.00;Shoes Cascadas;29/7/2019;EARTHKEEPERS
TB010001;T.MENS 6IN PREM  DK BRW TB010001 # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;3,672.00;Shoes Cascadas;29/7/2019;CLASICOS
A1NX9;Z.T. FLYROAM TRAIL MID FA TANGO RED A1NX9 # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,541.50;Timberland Multiplaza;2/7/2019;FLYROAM
749571-154;T.N CLASSIC CORTEZ  WHT/RED 749571-154 # 7;1;NIKE;7;HOMBRE;ZAPATO;1,912.00;Timberland Multiplaza;2/7/2019;CORTEZ
72066;T.6 IN PREM 72066 RUST ORG #10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,295.00;Shoes Cascadas;29/7/2019;6IN JR PREMIUM
A1Z3M;T. BROOKLYN L/FSUPEROX MDGRY A1Z3M # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,371.50;Timberland Multiplaza;2/7/2019;BROOKLYN
A11MO;T. KEELE RIDGE BROW A11MO # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,072.00;Shoes Cascadas;29/7/2019;KEELE RIDGE
AJ5911-010;T.NIKE FLEX CONTROL TR3 ANTC/BLK AJ5911-010 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;2/7/2019;FLEX CONTROL
191487 01;T.P ENZO WEAVE BLACK 191487 01 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;2/7/2019;ENZO
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6;1;NIKE;6;MUJER;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;2/7/2019;TANJUN
7-37CMA0073312;T.LACOSTE BAYLISS BLK/WHT 7-37CMA0073312 # 9.5;1;LACOSTE;9.5;HOMBRE;ZAPATO;2,790.00;TIME OUT CITYMALL TEG;2/7/2019;BAYLISS
192355 05;T.P PERSIST XT BLACK 192355 05 # 10;1;PUMA;10;HOMBRE;ZAPATO;1,490.00;TIME OUT CITYMALL TEG;2/7/2019;PERSIST
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,390.00;TIME OUT CITYMALL TEG;2/7/2019;VARSITY
A1R29;Z.T CITY S EDGE WP BRW A1R29 # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;1,945.00;Shoes Cascadas;29/7/2019;CITY S EDGE
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 7;1;NIKE;7;HOMBRE;ZAPATO;1,790.00;TIME OUT CITYMALL TEG;2/7/2019;TODOS
AJ5903-003;T. NIKE RENEW ARENA  GRY/BRT AJ5903-003 # 11;1;NIKE;11;HOMBRE;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;2/7/2019;RENEW ARENA
A1Z6G;T. FLYROAM GO KNIT OX BLK A1Z6G # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,190.00;TIME OUT CITYMALL TEG;2/7/2019;BROOKLYN
A1N1K;T. KENDRICK CHELSEA BROW A1N1K # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;3,765.00;TimeOut Choluteca;2/7/2019;KENDRICK
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;2,615.00;TimeOut Choluteca;2/7/2019;VARSITY
A24V5;T. FLYRM GO KNIT OX LT BEI A24V5 # 7.5;1;TIMBERLAND;7.5;MUJER;ZAPATO;2,915.00;TimeOut Choluteca;2/7/2019;FLYROAM
AJ5911-400;T.NIKE FLEX CONTROL TR3 NVY/MTLC AJ5911-400 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,415.00;TimeOut Choluteca;2/7/2019;FLEX CONTROL
12122;T.WHITE LEDGE BLK 12122 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,552.00;Shoes Cascadas;2/7/2019;CHOCORUA
5551R;T. EK STORMBUCK BLK SMOOTH 5551R #8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,290.00;Shoes Cascadas;2/7/2019;STORMBUCK
016101 BLK;T. RS INTENSE BLK 016101 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;990.00;TIMEOUT MEGAMALL SPS;2/7/2019;INTENSE
017011 BLK;T. RS PERFORM BLK 017011 # 10;1;RS PERFORMANCE;10;HOMBRE;ZAPATO;990.00;TIMEOUT MEGAMALL SPS;2/7/2019;PERFORMANCE
A1QE9;Z.T LAFAYETTE PARK BRW A1QE9 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;1,990.00;TIMEOUT MEGAMALL SPS;2/7/2019;LAFAYETTE
A13HZ;Z.T LARCHMONT CHELSEA  BRW A13HZ # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,542.00;TIMEOUT MEGAMALL SPS;2/7/2019;LARCHMONT 
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 8;1;NIKE;8;HOMBRE;ZAPATO;2,542.00;TIMEOUT MEGAMALL SPS;2/7/2019;AIR FORCE 1
016101 BLK;T. RS INTENSE BLK 016101 # 8;1;RS PERFORMANCE;8;HOMBRE;ZAPATO;990.00;TIMEOUT MEGAMALL SPS;2/7/2019;INTENSE
367728 01;T.P PLATFORM TRACE BLACK 367728 01 # 8.5;1;PUMA;8.5;MUJER;ZAPATO;1,690.00;TimeOut Metromall;2/7/2019;BASKET 
AQ2231-500;T. NIKE AIR MAX OKETO CHALK/PLUM AQ2231-500 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;2,390.00;TimeOut Metromall;2/7/2019;AIR MAX OKETO
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,990.00;TimeOut Metromall;2/7/2019;TODOS
A1QCZ;Z.T SAWYER LANE WP BLCK A1QCZ # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,600.00;TimeOut Metromall;2/7/2019;SAWYER LANE
A1LNG;T. FLYROAM GO KNIT OXFO JET BLACK A1LNG # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,190.00;Time Out Citymall SPS;2/7/2019;FLYROAM
A1MB4;Z.T EAGLE BAY LEATHER BO CANTEEN A1MB4 # 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;3,390.00;Time Out Citymall SPS;2/7/2019;EAGLE BAY
192257 01;T.P FLYYER RUNNER WHITE 192257 01 #  8.5;1;PUMA;8.5;HOMBRE;ZAPATO;990.00;Time Out Citymall SPS;2/7/2019;FLYER RUNNER
015821 NVY;T. RS DEFY NVY/WHT 015821 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;990.00;Time Out Citymall SPS;2/7/2019;DEFY
812654 001;T.N TANJUN BLK 812654 001 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,990.00;Time Out Citymall SPS;2/7/2019;TANJUN
369138 03;T.P SIRENA  GREY 369138 03 # 9;1;PUMA;9;MUJER;ZAPATO;1,890.00;Time Out Citymall SPS;2/7/2019;SIRENA
12135;T.WHITE LEDGE BROWN 12135 #7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;1,495.00;Shoes Cascadas;29/7/2019;CHOCORUA
AR7621-001;T.W AIR MAX 97 LX BLK/WHT AR7621-001 # 6;1;NIKE;6;MUJER;ZAPATO;4,242.00;Time Out Citymall SPS;2/7/2019;AIR MAX 97
A1LNG;T. FLYROAM GO KNIT OXFO JET BLACK A1LNG # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,900.00;Time Out Citymall SPS;2/7/2019;FLYROAM
A1XNY;T. FLYROAM GO KNIT OX BLK A1XNY # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,712.00;Time Out Citymall SPS;2/7/2019;FLYROAM
A1RGX;T. SPLITROCK 2 BLACK A1RGX # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;3,000.00;Time Out Citymall SPS;2/7/2019;SIDE-ZIP
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,215.00;TimeOut La Ceiba;2/7/2019;TANJUN
315122 111;T.N AIR FORCE 1 07 WHITE 315122 111 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,815.00;TimeOut La Ceiba;2/7/2019;AIR FORCE 1
191068 01;T.P NRGY BLCK WH 191068 01 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;1,615.00;TimeOut La Ceiba;2/7/2019;MEGA NRGY
369401 02;SANDALIA PUMA EPIC RED/NAV 369401 02 # 8;1;PUMA;8;HOMBRE;SANDALIAS;605.00;TimeOut La Ceiba;2/7/2019;SANDALIA EPIC FLIP
365758 05;SANDALIA PUMA  SUEDE RED 365758 05 # 11;1;PUMA;11;HOMBRE;SANDALIAS;1,005.00;TimeOut La Ceiba;2/7/2019;SANDALIA LEADCAT
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 10.5;1;NIKE;10.5;HOMBRE;ZAPATO;2,615.00;TimeOut La Ceiba;2/7/2019;VARSITY
360263 08;SANDALIA P. LEADCAT WHITE 360263 08 # 10;1;PUMA;10;HOMBRE;SANDALIAS;859.00;TimeOut La Ceiba;2/7/2019;SANDALIA LEADCAT
